Center Image,Left Image,Right Image,Steering,Throttle,Brake,Speed
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_51_744.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_51_744.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_51_744.jpg,0,0.212409,0,8.282998
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_51_890.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_51_890.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_51_890.jpg,0,0.647712,0,9.135893
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_024.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_024.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_024.jpg,-0.3,0.245055,0,9.547182
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_102.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_102.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_102.jpg,-0.167769,0.010167,0,9.499249
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_169.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_169.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_169.jpg,0,0,0,9.417544
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_292.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_292.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_292.jpg,0,0,0,9.303566
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_361.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_361.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_361.jpg,0,0,0,9.24741
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_432.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_432.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_432.jpg,0,0,0,9.173079
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_507.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_507.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_507.jpg,-0.2,0.225639,0,9.290887
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_574.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_574.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_574.jpg,-0.35,0.024252,0,9.242618
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_641.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_641.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_641.jpg,-0.5000001,0,0,9.149456
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_711.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_711.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_711.jpg,-0.4211222,0,0,9.06787
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_781.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_781.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_781.jpg,-0.2110741,0,0,9.016922
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_851.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_851.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_851.jpg,-0.001266181,0,0,8.92758
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_919.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_919.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_919.jpg,0,0,0,8.87238
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_52_989.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_52_989.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_52_989.jpg,0,0,0,8.800826
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_059.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_059.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_059.jpg,-0.15,0,0,8.742942
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_127.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_127.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_127.jpg,-0.35,0,0,8.644426
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_260.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_260.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_260.jpg,-0.01734889,0,0,8.53402
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_392.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_392.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_392.jpg,0,0,0,8.41233
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_524.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_524.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_524.jpg,-0.15,0,0,8.306106
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_654.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_654.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_654.jpg,-0.5000001,0,0,8.127554
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_721.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_721.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_721.jpg,-0.3866969,0,0,8.077398
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_788.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_788.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_788.jpg,-0.183633,0,0,8.015314
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_900.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_900.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_900.jpg,0,0,0,7.923801
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_53_987.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_53_987.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_53_987.jpg,0,0,0,7.843859
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_075.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_075.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_075.jpg,-0.2,0,0,7.771944
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_170.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_170.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_170.jpg,-0.2613121,0,0,7.676151
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_262.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_262.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_262.jpg,0,0,0,7.610454
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_359.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_359.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_359.jpg,0,0,0,7.532446
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_459.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_459.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_459.jpg,-0.25,0,0,7.443305
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_560.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_560.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_560.jpg,-0.5000001,0,0,7.322994
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_666.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_666.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_666.jpg,-0.6001139,0,0,7.201073
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_770.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_770.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_770.jpg,-0.287994,0,0,7.128823
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_873.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_873.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_873.jpg,-0.537994,0,0,7.037381
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_54_972.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_54_972.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_54_972.jpg,-0.7879941,0,0,6.899679
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_096.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_096.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_096.jpg,-1,0,0,6.707057
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_164.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_164.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_164.jpg,-0.7959999,0,0,6.681159
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_270.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_270.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_270.jpg,-0.478666,0,0,6.629564
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_345.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_345.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_345.jpg,-0.25396,0,0,6.59095
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_443.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_443.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_443.jpg,0,0,0,6.517692
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_560.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_560.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_560.jpg,0,0,0,6.437837
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_667.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_667.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_667.jpg,0,0.3217621,0,6.683367
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_783.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_783.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_783.jpg,0,0.6695341,0,7.322471
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_55_899.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_55_899.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_55_899.jpg,-0.1,0.716157,0,8.413742
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_017.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_017.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_017.jpg,-0.143763,0.36303,0,8.980858
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_129.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_129.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_129.jpg,0,0.02779198,0,9.057205
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_197.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_197.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_197.jpg,0,0,0,9.004607
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_310.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_310.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_310.jpg,-0.3,0,0,8.872084
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_417.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_417.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_417.jpg,-0.3059279,0,0,8.75966
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_531.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_531.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_531.jpg,0,0,0,8.647929
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_648.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_648.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_648.jpg,0,0,0,8.542579
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_760.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_760.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_760.jpg,-0.25,0,0,8.441566
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_876.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_876.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_876.jpg,-0.3598979,0,0,8.304504
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_56_942.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_56_942.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_56_942.jpg,-0.159183,0,0,8.256067
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_056.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_056.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_056.jpg,0,0,0,8.148499
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_183.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_183.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_183.jpg,0,0,0,8.050171
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_316.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_316.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_316.jpg,0,0.3966089,0,8.38685
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_427.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_427.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_427.jpg,0,0.05948085,0,8.515487
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_528.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_528.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_528.jpg,0,0,0,8.434422
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_642.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_642.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_642.jpg,-0.25,0.008021951,0,8.423327
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_752.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_752.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_752.jpg,-0.5500001,0,0,8.255972
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_860.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_860.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_860.jpg,-0.347196,0,0,8.166386
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_57_940.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_57_940.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_57_940.jpg,-0.105966,0,0,8.093145
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_050.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_050.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_050.jpg,0,0,0,7.989038
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_122.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_122.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_122.jpg,0,0,0,7.940703
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_232.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_232.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_232.jpg,0,0.1764089,0,7.961661
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_364.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_364.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_364.jpg,0,0.5731409,0,8.517657
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_477.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_477.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_477.jpg,0,0.909936,0,9.574288
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_597.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_597.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_597.jpg,0,0.5480341,0,10.41304
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_719.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_719.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_719.jpg,-0.15,0.183639,0,10.70996
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_835.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_835.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_835.jpg,-0.1914629,0,0,10.57517
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_58_949.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_58_949.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_58_949.jpg,0,0.1626179,0,10.54575
/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/center_2017_10_16_00_52_59_064.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/left_2017_10_16_00_52_59_064.jpg,/Users/qualityworks/javon/Behavioural Cloning Data/15-10-17/02/IMG/right_2017_10_16_00_52_59_064.jpg,0,0.506358,0,10.94033
